epochs,fold1,fold2,fold3,fold4,fold5,fold6,fold7,fold8,fold9,fold10,avg
22,0.894372820854187,0.903161346912384,0.8934292197227478,0.9071989059448242,0.9051787257194519,0.89306640625,0.9001745581626892,0.9054824113845825,0.8905100226402283,0.8870351314544678,0.8979609549045563
23,0.9029226303100586,0.9073557257652283,0.8983815312385559,0.912058413028717,0.9037835597991943,0.897212028503418,0.8987250924110413,0.9073325395584106,0.8958466649055481,0.8862629532814026,0.9009881138801574
24,0.9095431566238403,0.9107567667961121,0.9013316035270691,0.9224005937576294,0.9133396148681641,0.888326108455658,0.9073773622512817,0.9034156799316406,0.9018534421920776,0.8995108008384705,0.9057855129241943
25,0.9153349995613098,0.9164448976516724,0.9083085656166077,0.9147058129310608,0.9239599704742432,0.9028540849685669,0.9079773426055908,0.9149916172027588,0.9009736180305481,0.8998614549636841,0.9105412364006042
26,0.9225658774375916,0.9185659885406494,0.9166110157966614,0.9188001155853271,0.9253138303756714,0.9090638756752014,0.9066325426101685,0.9189733862876892,0.9079909920692444,0.9021985530853271,0.9146716177463532
27,0.9220688939094543,0.9199336171150208,0.9170803427696228,0.9327784776687622,0.9221436977386475,0.9203864336013794,0.9195698499679565,0.9129073619842529,0.9091895222663879,0.9082878828048706,0.9184346079826355
28,0.9235414862632751,0.9234669208526611,0.9201436638832092,0.9422956109046936,0.9307053089141846,0.9288175106048584,0.926255464553833,0.9273325800895691,0.9150879979133606,0.9152289628982544,0.9252875506877899
29,0.933808445930481,0.921733558177948,0.9260812401771545,0.9438936710357666,0.9414334893226624,0.9302644729614258,0.923273503780365,0.9334014058113098,0.9175175428390503,0.9147078394889832,0.9286115169525146
30,0.9297192692756653,0.9286023378372192,0.9275051951408386,0.942518949508667,0.9432205557823181,0.9288972020149231,0.927642822265625,0.9415096640586853,0.9230719804763794,0.9076844453811646,0.9300372421741485
31,0.93605637550354,0.9327677488327026,0.9278025031089783,0.9398547410964966,0.9457252025604248,0.9297163486480713,0.9319888353347778,0.9361464977264404,0.9322723746299744,0.9174296259880066,0.9329760253429413
32,0.9375031590461731,0.9363679885864258,0.9361040592193604,0.9503248929977417,0.9497101306915283,0.9332903623580933,0.9292187094688416,0.9348024725914001,0.9384526014328003,0.9191861748695374,0.9364960551261902
33,0.9351772665977478,0.9405033588409424,0.9444196224212646,0.9574633836746216,0.9544097185134888,0.9444918036460876,0.9421249032020569,0.9458239674568176,0.941431999206543,0.9281929731369019,0.9434038996696472
34,0.9409275054931641,0.9452912211418152,0.9368968605995178,0.9618534445762634,0.9608967900276184,0.947676420211792,0.9465879797935486,0.9484503865242004,0.9403445720672607,0.9296595454216003,0.9458584725856781
35,0.9503552317619324,0.9520388841629028,0.9429914951324463,0.9628817439079285,0.964142918586731,0.9529092311859131,0.9441603422164917,0.9451806545257568,0.9443624019622803,0.93644779920578,0.9495470702648163
36,0.9480379819869995,0.956389844417572,0.9521071910858154,0.9680033922195435,0.9602540135383606,0.9481524229049683,0.9479291439056396,0.9465466737747192,0.9516074657440186,0.9438225626945496,0.9522850692272187
37,0.9469420909881592,0.9620383381843567,0.9546169638633728,0.9716011881828308,0.9629526138305664,0.9531337022781372,0.9598071575164795,0.9558380842208862,0.951396644115448,0.9498856663703918,0.9568212449550628
38,0.9510822296142578,0.9653319120407104,0.9545150399208069,0.9721794128417969,0.9699554443359375,0.9565348029136658,0.9641199111938477,0.962960958480835,0.958423912525177,0.9478009343147278,0.9602904558181763
39,0.9547899961471558,0.9707431793212891,0.9545406699180603,0.973857581615448,0.9746070504188538,0.9559776782989502,0.9681828618049622,0.9681885838508606,0.9682481288909912,0.9546204805374146,0.9643756210803985
40,0.9582244157791138,0.9716806411743164,0.9596341252326965,0.97791987657547,0.9735739827156067,0.9619153141975403,0.9724791049957275,0.964249312877655,0.9670069217681885,0.957763135433197,0.9664446830749511
41,0.9630386829376221,0.9740419387817383,0.9607497453689575,0.9779154658317566,0.9782084226608276,0.9674235582351685,0.9730112552642822,0.9674879908561707,0.963413655757904,0.960064172744751,0.9685354888439178
42,0.9660074710845947,0.9722926020622253,0.964229166507721,0.9797476530075073,0.9795278906822205,0.969437301158905,0.9744532704353333,0.9759401679039001,0.9705871939659119,0.9633414149284363,0.9715564131736756
43,0.9647371768951416,0.9775606989860535,0.9650202989578247,0.9830752611160278,0.9821451902389526,0.974513590335846,0.9764832258224487,0.9769155979156494,0.9731719493865967,0.9655838012695312,0.9739206790924072
44,0.9711835384368896,0.9773041605949402,0.9713476896286011,0.9821962714195251,0.9801567792892456,0.97629314661026,0.9763773679733276,0.9785406589508057,0.9726182222366333,0.9679152369499207,0.9753933072090148
45,0.974567711353302,0.9799153208732605,0.9794085025787354,0.985762894153595,0.9827022552490234,0.9750510454177856,0.9765112400054932,0.9808276295661926,0.9722387790679932,0.9711979627609253,0.9778183341026306
46,0.973011314868927,0.9816586375236511,0.9781816005706787,0.9851111173629761,0.9837610721588135,0.9772011637687683,0.9810040593147278,0.9821221232414246,0.9687181115150452,0.9756776094436646,0.9786446809768676
47,0.9724873304367065,0.9829782843589783,0.981415331363678,0.9836363196372986,0.9847932457923889,0.982961893081665,0.982885479927063,0.9856597185134888,0.9752324223518372,0.9753224849700928,0.9807372510433197
48,0.9752694368362427,0.9858300089836121,0.9849582314491272,0.9848071336746216,0.9866114854812622,0.9835388660430908,0.9843146204948425,0.98646080493927,0.9783104658126831,0.9791381359100342,0.9829239189624787
49,0.9732401967048645,0.9881739020347595,0.9856407642364502,0.9867739081382751,0.9869289398193359,0.984757661819458,0.986607551574707,0.9855149388313293,0.9814165830612183,0.9814215898513794,0.9840476036071777
50,0.9812684655189514,0.9873369932174683,0.985576868057251,0.9841663837432861,0.988226592540741,0.9865527749061584,0.9880101084709167,0.985284149646759,0.9841823577880859,0.9825682044029236,0.9853172898292542
