epochs,fold1,fold2,fold3,fold4,fold5,fold6,fold7,fold8,fold9,fold10,avg
18,0.9494193196296692,0.9495612382888794,0.9532754421234131,0.9501116871833801,0.9500347971916199,0.9455002546310425,0.9470393657684326,0.9448461532592773,0.9384973049163818,0.9486867189407349,0.9476972281932831
19,0.9522268772125244,0.9538465142250061,0.9562188386917114,0.9540632963180542,0.9539992213249207,0.9487167000770569,0.9516754150390625,0.9497172832489014,0.9442068934440613,0.9492793679237366,0.9513950407505035
20,0.9538323283195496,0.9576350450515747,0.9578388929367065,0.957622230052948,0.958110511302948,0.9522470831871033,0.9560887813568115,0.9543091654777527,0.9510401487350464,0.947438657283783,0.9546162843704223
21,0.9548110961914062,0.9596529006958008,0.9585135579109192,0.9602763056755066,0.9617627263069153,0.9550185799598694,0.9604231715202332,0.9588373899459839,0.9560683369636536,0.9546476006507874,0.9580011665821075
22,0.952713131904602,0.960132360458374,0.9598730802536011,0.9615132808685303,0.9645562767982483,0.9579284191131592,0.9641768932342529,0.9623641967773438,0.9610278010368347,0.9630928039550781,0.9607378244400024
23,0.948582112789154,0.957891583442688,0.9644140601158142,0.9632012844085693,0.9674499034881592,0.9589269161224365,0.9669234156608582,0.9653651118278503,0.9649671912193298,0.9665514826774597,0.962427306175232
24,0.9538266062736511,0.952472448348999,0.9703678488731384,0.9634196162223816,0.9693639278411865,0.9608849287033081,0.9696821570396423,0.9682875871658325,0.9682865142822266,0.9684592485427856,0.9645050883293151
25,0.9666087627410889,0.9500841498374939,0.9740302562713623,0.9641342163085938,0.9720299243927002,0.9629921317100525,0.971878170967102,0.9712989330291748,0.9709769487380981,0.9702019095420837,0.967423540353775
26,0.9728417992591858,0.9482952952384949,0.974651038646698,0.9665057063102722,0.9747762680053711,0.9639091491699219,0.9739223122596741,0.9735345840454102,0.9733006954193115,0.9708967208862305,0.969263356924057
27,0.9756879806518555,0.9636210203170776,0.9723895192146301,0.9703318476676941,0.9752209782600403,0.9665293097496033,0.9757124781608582,0.9738995432853699,0.9759771823883057,0.9691280722618103,0.9718497931957245
28,0.9782792329788208,0.9735525846481323,0.9696675539016724,0.9703378677368164,0.9744285941123962,0.9668415784835815,0.976176381111145,0.9676832556724548,0.9786871671676636,0.970352828502655,0.9726007044315338
