epochs,fold1,fold2,fold3,fold4,fold5,fold6,fold7,fold8,fold9,fold10,avg
34,0.9995808005332947,0.9993399381637573,0.99918532371521,0.9993224740028381,0.9996033906936646,0.9991955161094666,0.9991528987884521,0.9995772242546082,0.9994637966156006,0.9993630647659302,0.9993784427642822
35,0.9983471632003784,0.9988846182823181,0.9997705817222595,0.9991215467453003,0.999426543712616,0.9989580512046814,0.99907386302948,0.9994238615036011,0.9997786283493042,0.9987183809280396,0.9991503238677979
36,0.999629557132721,0.9992071986198425,0.9995546340942383,0.9992530345916748,0.9996964335441589,0.9991331100463867,0.9991983771324158,0.9994204044342041,0.9994699954986572,0.9989786148071289,0.9993541359901428
37,0.9983132481575012,0.9990451335906982,0.9998369216918945,0.9991118311882019,0.999297022819519,0.9986234307289124,0.9991055727005005,0.999308705329895,0.9997715353965759,0.9993000030517578,0.9991713404655457
38,0.9995712637901306,0.9994831085205078,0.9994651079177856,0.9991426467895508,0.9994896650314331,0.9991438388824463,0.9992172718048096,0.9995043277740479,0.9994741082191467,0.9989102482795715,0.999340158700943
39,0.9984836578369141,0.998784601688385,0.9995672702789307,0.9989832639694214,0.9995579123497009,0.9990825653076172,0.9992839097976685,0.9995425343513489,0.9997798204421997,0.9994358420372009,0.9992501378059387
40,0.9996051788330078,0.9993329644203186,0.999444305896759,0.9992178678512573,0.9996731877326965,0.9995918273925781,0.99930739402771,0.9995196461677551,0.9994781017303467,0.9994984865188599,0.9994668960571289
41,0.9987319111824036,0.9991185069084167,0.9998372197151184,0.9989537000656128,0.9996522068977356,0.998938262462616,0.9992730021476746,0.9995457530021667,0.9996852874755859,0.999352216720581,0.9993088066577911
42,0.9994840621948242,0.9996134638786316,0.9995964765548706,0.9992174506187439,0.999729573726654,0.9990365505218506,0.9992759227752686,0.9996411204338074,0.9996359944343567,0.9992470145225525,0.999447762966156
43,0.9985156655311584,0.9989780783653259,0.9997537136077881,0.9990373253822327,0.9996603727340698,0.9991551637649536,0.9990248084068298,0.9993731379508972,0.999683141708374,0.9994394779205322,0.9992620885372162
44,0.9997719526290894,0.9994895458221436,0.999485433101654,0.9994049072265625,0.9997303485870361,0.9993526935577393,0.9992784857749939,0.9996972680091858,0.9996512532234192,0.998662531375885,0.9994524419307709
